ID,Submit Year,Start Year,Title,Description,Institution,Investigators,Discipline
DP1094583,2009,2010,Polymerization of amyloid fibrils and electroactive hybrid nanowires using ionic liquids,"Amyloid fibrils are associated with major human diseases, but these materials present an unprecedented combination of strength and robustness on a nanometer scale.  Indeed they are the ideal template material from which we will construct the next generation of bio-compatible composites: electroactive nanowires for organic electronic devices, tissue engineering and biosensors, via combination with a conducting polymer. In this program we will develop novel fabricating approaches using room temperature ionic liquids as a medium to control the rate of nanowire growth (fibrilisation of the amyloid fibrils) imparting the properties necessary for 21st century applications",The University of Newcastle,Dr N Byrne,NSW
DP1094696,2009,2010,Design of high performance heat sink composites,"Heat sinks enable the storage of energy that would otherwise be lost, thus ensuring significant energy-savings and fewer greenhouse gas emissions. Heat sinks also play the major role in the efficient temperature control of devices such as batteries. The aim of this Project is the development of advanced heat sink composites containing phase change materials. The numerical component of the Project makes use of a novel simulation method that uses computed tomography data of real materials as calculation models. The experimental component makes use of a new precision measurement device for testing the predictions of the numerical component. By the end of the Project, heat sink composites will be ready for industrial scale development.",The University of Newcastle,Dr T Fiedler,NSW
DP1094716,2009,2010,"Analytical, Numerical and Testing Procedures for Improved Design and Performance of Bulk Solids Systems","Australia depends heavily on the export income generated by its mining and mineral processing industries. Hundreds of millions of tonnes of bulk products are produced annually for which materials handling plays a major role, representing a very substantial component of the production costs. Hence the ongoing objective is for increased efficiency in equipment performance coupled with lower energy usage and improved environmental control. The project aims to extend the current state of knowledge through the development of more exacting theories, experimental procedures and numerical simulations for the design of large storage and handling systems notably bins, stockpiles and feeding equipment.",The University of Newcastle,Em/Prof AW Roberts; Prof MG Jones; Dr CA Wheeler; Dr W McBride; Dr CM Wensrich; Dr A Katterfeld,NSW
DP1094769,2009,2010,The elutriation of ultrafine particles according to their density,"A new and powerful mechanism for separating particles on the basis of their density has been identified recently, limited to fine particles larger than 200 microns. The aim is to conduct a comprehensive experimental and theoretical investigation of the physical phenomena, and in turn extend the separation mechanism to cover so-called ultrafine particles less than 200 microns, using a centrifugal force. It is expected that the synergy arising from the new mechanism and use of a centrifugal force should lead to high separation efficiencies at very high feed rates, revolutionising the application of gravity separation in mineral processing.",The University of Newcastle,Prof KP Galvin,NSW
DP1095123,2009,2010,Robust Dynamical System Identification,"System identification is a pivotal component of any investigation that involves the estimation of unknown parameters of a given system. The overall goal of system identification is to obtain a mathematical model of the process under study using measurements, or observations, of the processes' inputs and outputs. This project is aimed at the development of new robust system identification methodologies and algorithms specifically targeted towards the identification of models for dynamical systems. The term robust is used here with respect to the initial errors in the hypothesis and the resulting errors in the estimates of the dynamical system.",The University of Newcastle,Dr JS Welsh; Dr JC Aguero Vasquez,NSW
DP1095645,2009,2010,New Model Predictive Control Design Methods,"The efficient, safe, environmentally sound and profitable operation of most engineered systems depend on being automatically computer controlled. Unfortunately, due to the difficulty of implementing advanced methods, most control designs achieve much less than optimal performance. This project will work towards solving this problem using the advanced class of Model Predictive Control methods. While attracting very high international attention due to their potential, their use has been restricted due to design and implementation difficulties. By providing solutions to these problems, a capability for more widespread use of high performance control will be achieved.",The University of Newcastle,Dr AG Wills; Prof BM Ninness; Dr G Knagge,NSW
DP1095780,2009,2010,Streamlining the dynamin epilepsy drug pipeline,Epilepsy is a severe disease that makes it difficult for suffers to fully function in society.  About a third of epileptics do not respond to any current anti-epileptic drugs.  We have discovered a new target in the brain for a new concept in anti-epileptic drug design and have developed multiple inhibitors as candidate antiepileptic drugs.  In this proposal we will identify the molecular properties of these drugs and use this as a platform to design much more potent inhibitors that target this protein.  The results will open completely new avenues to design of the next generation of antiepileptic drugs with potential for broader action and fewer side-effects.,The University of Newcastle,A/Prof A McCluskey; Prof PJ Robinson; A/Prof MR Larsen,NSW
DP1095964,2009,2010,"Evolving urban structure, mode choice, travel behaviour and energy consumption: A study of the Sydney planning strategy","The NSW government plans to adopt Transit Oriented Development (TOD) in Sydney to raise urban population and employment densities which are alleged to reduce car dependence, congestion, inefficient energy use and adverse environmental effects. Relationships between patterns/modes of commuting and spatial distributions of jobs and housing are under-researched in Australia. The Project will i) interpret the evolution of the Sydney urban structure (1996-2006); ii) rigorously analyse the relationship between trip generation (commuting) and urban form; iii) critically evaluate the capacity of TOD to raise the efficiency of travel patterns; and iv) where appropriate advocate additional/alternative policies to achieve urban sustainability.",The University of Newcastle,A/Prof MJ Watts,NSW
DP1096161,2009,2010,First realistic modelling of the effects of Ultra Low Frequency (ULF) wave energy in the ionosphere over the Australian region,"Building on existing experimental expertise, this project will develop the first realistic, 3-D simulation model of ionosphere perturbations caused by the ever-present ULF spectrum incident from near-Earth space, in the Australian region (low latitudes). Model results will be compared with experimental data in order to develop methods for removing Doppler clutter in surveillance radar systems and compensating for differential phase errors in interferometer based radio telescopes.",The University of Newcastle,A/Prof CL Waters; Prof R Lysak,NSW
DP1096356,2009,2010,Improved design and control of brushless doubly-fed reluctance machine generators for wind power applications,"The Brushless Doubly-Fed Reluctance Machine (BDFRM) is a potential replacement for the Double Fed Induction Generator (DFIG) in wind energy applications. The BDFRM is a brushless machine with two conventional windings on the stator and no current flowing in the rotor. This configuration means that the machine is more robust, requires less maintenance, and is potentially more efficient compared to the DFIG. The research proposed in this project will investigate how to design the BDFRM so that it can be competitive with the DFIG with respect to the power/torque per volume. It will also investigate the performance of the BDFRM in wind power applications, especially with respect to its performance during grid fault conditions.",The University of Newcastle,Prof RE Betz; Dr DG Dorrell,NSW
DP1096538,2009,2010,"Liberty, Anti-transportation and the Empire of Morality","This project will provide a religious and cultural history of the anti-transportation movement, the earliest of the projects of liberation and moral reform which played a key role in the rise of colonial nationalism. It will place this colonial movement within the wider context of other imperial humanitarian campaigns from the abolition of the transportation of slavery to the missionary conversion and civilization of Aboriginal people. Its outcomes will include the first historical monograph on the anti-transportation movement as well as specialised studies of the history of dissenting Protestantism and evangelicalism in colonial Australia.",The University of Newcastle,Prof HM Carey; Dr DA Roberts,NSW
DP1096748,2009,2010,Mass transport in aqueous foams,"The aim of this project is to understand mass flow in aqueous foam. Previous work has focused on drainage of liquid through a bed of bubbles, while mass flow has only been studied qualitatively. Mass flows are important in the froth-zone performance of flotation cells, and this problem thus has direct industrial relevance. We will develop a liquid transport model that incorporating mass flow and drainage. This will be experimentally validated by applying it to a number of phenomena observed in flotation froths. A successful outcome will result in a broader and more realistic understanding of liquid transport in flowing foams, and may lead to improved froth-zone performance in industrial flotation processes. ",The University of Newcastle,Dr PM Ireland,NSW
DP1097016,2009,2010,Characterisation of Pyrolytic Thermal Regions in Coal Macerals using Computer Aided Thermal Analysis,The aim of this research is to investigate exo & endothermic reactions in density separated coal of different rank.  A novel thermal analysis technique will be used to characterise pyrolytic behaviour in coal macerals.  This proposal will study fluidity effects on hydrogen transfer and tar formation and identify convective influences during devolatilisation.  The results will generate fundamental thermal and kinetic data to understand and model coal pyrolysis behaviour in a new and highly sensitive way.  This advanced modelling capacity is directly applicable to combustion and gasification processes and enhances design for existing and future technologies.,The University of Newcastle,A/Prof JA Lucas; Prof TF Wall,NSW
DP1097129,2009,2010,Multivariate Algorithmics: Meeting the Challenge of Real World computational complexity,"The aim of this Project is to develop a new multivariate mathematical and theoretical computer science framework for the analysis of problem complexity and the design of algorithms. The multivariate approach distinguishes between variables in problem structure according to their fast-or slow-growing contributions to overall problem complexity, leading to sharper analysis and more efficient procedures. The Project is abased on and will extend a successful two-variable framework developed by Australian researchers,that has provided significantly improved algorithms having a high impact in bioinformatics and other applications. This fundamental mathematical research will leverage more powerful capabilities in all applications of computing.",The University of Newcastle,Dr MR Fellows,NSW
DP1097142,2009,2010,System Identification of Complex System Models,"An essential part of science, engineering and economics is the development of mathematical models to describe how certain quatities relate to one another. For example, such models have proven to be extremely powerful in predicting the value of financial instruments, and in providing high performance control of robots, and in detecting faults or changes in petrochemical processing plants. This project is directed at developing such models using modern computer based optimisation methods, but for situations that, on the one hand, have previously been considered unsolvable, and on the other, are acknowledged as being of high practical interest.
",The University of Newcastle,Prof BM Ninness; Dr AG Wills,NSW
DP1097146,2009,2010,Microstructure-Based Computational Homogenization of Geomaterials,"Geomaterials such as sands, clay, rock, and concrete are involved in a very large number of high cost engineering applications (geotechnical, structural, petroleum, environmental, etc) where knowledge of common effective material properties is of paramount importance. This project aims to develop efficient numerical procedures for deriving important physical characteristics of geomaterials directly from their 3D microstructure which is obtained using X-ray microtomographic techniques. The main goal is to replace, where possible, experimental procedures by their virtual counterparts. This will allow for cheaper, faster, and more accurate testing of these materials.",The University of Newcastle,A/Prof AV Lyamin; Dr OP Buzzi,NSW
LE100100008,2009,2010,Laser microdissection microscopy system for cell and development biology,"The University of Newcastle aims to develop its state-of-the-art facility in Live Cell analysis to complement its existing expertise in imaging, comparative proteomics and genomic cellular analysis. With this facility in place we shall be in a unique and powerful position to identify and characterize targeted populations of cells in a range of projects from male germ cell development to plant biotechnology. The purchase of a new generation laser capture microdissection microscope will also provide critical support to three highly productive priority research and research training nexus at the University that is associated with two ARC Centres of Excellence and a Cooperative Research Centre.",The University of Newcastle,A/Prof Eileen A McLaughlin; Prof Keith T Jones; Prof Robert J Aitken; Dr Brett Nixon; Dr Shaun D Roman; A/Prof Alan M Brichta; Dr Rick F Thorne; Dr Douglas W Smith; A/Prof David W McCurdy; Prof Raymond J Rose; Prof Christopher P Grof; Prof Leonie K Ashman; Prof Gordon F Burns; Dr Brett A Graham; Dr Paul A Tooney; Prof Roger Smith; Prof Paul S Foster; Prof Trevor A Day; Prof Robert J Callister,NSW
LE100100142,2009,2010,An integrated liquid chromatography mass spectrometry nuclear magnetic resonance (LC-MS-NMR) facility for applications in proteomics and organic chemistry,"Chemistry currently houses a single 300 MHz NMR purchased in 1995.  Whilst this instrument is the workhorse of the department, it lacks the sensitivity and resolution required to cope with our cutting edge research at the interfaces of chemistry & biology, chemistry & physics, chemistry & forensic science and chemistry & proteomics. The requested LCMS-NMR facility (this request is for the NMR component, the LCMS component was funded in the 2008/9 ARC LIEF round) is urgently required to service the high demand for improved facilities to isolate and characterise organic compounds and open new directions in natural products chemistry, (in)organic chemistry, organic electronics, drug design and discovery, forensic science and proteomics. ",The University of Newcastle,Prof Adam McCluskey; Prof Robert J Aitken; Prof Paul C Dastoor; Prof Phillip J Robinson; A/Prof Eileen A McLaughlin; Prof Geoffrey A Lawrance; A/Prof Marcel Maeder; A/Prof Richard H Dunstan; Dr Shaun D Roman; Dr Rob Atkin; Dr Clovia I Holdsworth; Dr Mark A Baker; Dr Nicole M Verrills; Prof Gottfried Otting; Dr Brett Nixon; Dr Xiaojing Zhou; Dr Megan Chircop; Dr Warwick J Belcher,NSW
LE100100155,2009,2010,High-Speed Particle Image Velocimetry and Laser-Induced Fluorescence Facility,"Particle Image Velocimetry is a technique for measuring instantaneous velocities within an entire flow field. Most systems are limited to measuring velocities in two directions and at sampling rates of about 10 hertz. However, for many flows of industrial interest the velocity fluctuations occur in all three directions and at frequencies much above one kilohertz. This proposal seeks to establish a facility utilising the latest in laser and camera technology to capture velocity data simulataneously in all three directions at a sampling rate in excess of two kilohertz. Coupled with laser-induced fluorescence capability, the system will provide valuable information on transient flows which can dominate a process.",The University of Newcastle,Prof Geoffrey M Evans; Dr Elham Doroodchi; Prof Kevin P Galvin; Prof Graeme J Jameson; Prof Mark G Jones; Dr Paul Stevenson; Prof Anh V Nguyen; Prof Victor Rudolph; Dr Liguang Wang; Dr Zhi Ping Xu; A/Prof Vishnu K Pareek; Dr Chi M Phan; Prof Moses O Tade; Dr Ranjeet Utikar; Prof Aibing B Yu; Dr Run Y Yang; Prof John Ralston; Prof Stephen R Grano,NSW
LP100100133,2009,2010,Enhanced Waste Heat Recovery from Low-grade Heat Sources Using a Novel Supercritical Power Cycle,"Lack of effective and economically viable technology platforms for waste heat recovery is a key barrier limiting the greater utilisation of waste heat. Our goal is to develop a novel technology that is simple, cost-effective and more efficient than conventional technologies, and applicable to a wider range of waste heat streams. This is accomplished by adaptation and further advancement of GRANEX technology developed by our group in 2006 originally for geothermal power generation. The proposed study consists of complementary and overlapping experimental and theoretical research programs and will focus on fluid selection, prototype modifications / development and pilot-scale studies.",The University of Newcastle,Prof Behdad Moghtaderi; Dr Elham Doroodchi; Mr Ian S Munro,NSW
LP100100361,2009,2010,Gravity Separation and Desliming of Fine Particles,"The aim of this study is to investigate the potential for gravity separation and desliming of fine particles in coal and mineral processing, exploiting our recent breakthrough in suppressing the effects of particle size on gravity separation. This study will address the presently intractable problem of recovering fine coal from tailings, worth billions of dollars. The research will quantify the overall separation performance achieved using a cascading sequence of Reflux Classifiers, and will support the development of a model for describing the overall system. Hence, this project seeks to significantly expand the operating size range of the technology, opening up new options for industry when beneficiating particles of almost any size.
",The University of Newcastle,Prof Kevin P Galvin,NSW
DI0989055,2008,2009, Private Sector Workplace Employment Programs for Indigenous Australians,Aims: To map workplace programs provided by the top 50 listed companies for Indigenous Australians. To undertake detailed case studies of selected workplace programs for Indigenous Australians. To examine policies and conditions that are conducive to succesful outcomes. Significance: fills a gap in the analysis of workplace programs for Indigenous Australians. Outcomes: informed development of workplace programs for Indigenous Australians.,The University of Newcastle,Mrs SM Dyer; Prof KJ Burgess; Prof J Maynard,NSW
DP0984342,2008,2009,Totally disconnected groups in algebra and geometry,"This project aims to make significant advances in several distinct areas of mathematics through the application of newly developed techniques in the theory of totally disconnected locally compact groups. Such groups occur naturally as symmetries of relational structures such as graphs. We will study the implications of the new techniques to areas of mathematics such as graphs, buildings and cubical complexes, arithmetic groups and discrete groups while further developing the theory of totally disconnected groups.
",The University of Newcastle,A/Prof GA Willis; A/Prof J Ramagge,NSW
DP0985174,2008,2009,Implementing Evidence-Based Practice: Factors that Influence the Use of Research Evidence by Human Service Professionals,"Developing an organizational culture within Australian human services supportive of effective evidence-based interventions requires the generation and use of research evidence. Prospective identification of efficient strategies and barriers to change is necessary to achieve a better adaptation of ""best practice"" guideline implementation. The focus is on how the successful implementation of research is a function of both macro and micro factors. It examines the interplay of: (i) knowledge transfer systems for evidence; (ii) level, nature and systematicity of the evidence; (iii) environment into which research is disseminated; (iv) and the methods in which the process is facilitated. ",The University of Newcastle,Prof SA Webb; Prof M Gray; Dr DA Plath,NSW
DP0985745,2008,2009,Changing modes: A study of the knowledge economy of human service research in Australia,"This project investigates the way in which the human services knowledge economy is produced and transferred in Australia situating this within a national and international context. It contributes to policy aimed at delivering relevant and efficient human services in keeping with rapidly changing global research agendas. It examines how these are shaped by knowledge production networks described as either discipline or science-based - Mode 1 - or interdisciplinary, socially engaged, accountable - Mode 2 research. Using this framework, the aim of this project is to examine how Australian human services research can best serve economic demands for effective social interventions.",The University of Newcastle,Prof M Gray; Prof SA Webb; Dr N Kavanagh,NSW
DP0985770,2008,2009,Engineering models for inland atmospheric corrosion of steel infrastructure considering microbiological and environmental influences,"This project will examine the novel proposition that bacteria are involved in the corrosion of steel in inland exposure conditions - that is, when the local environment is suitable and the nutrients necessary for bacterial metabolism are available. This proposition has some anecdotal but as yet no scientific support. It will be sought using long-term field exposure tests and DNA and other analyses. In parallel, new engineering models will be developed for corrosion loss and for pit depth. These will be based on recent models for marine corrosion and be calibrated to new and existing field data. Applications include the assessment and prediction of safety and serviceability for new and for older, perhaps corroding, steel infrastructure. ",The University of Newcastle,Prof RE Melchers,NSW
DP0985945,2008,2009,Turbulent mixing of a passive  scalar,"Meteorological and oceanographic processes, pollution dispersion, combustion, and air conditioning all rely on mixing by turbulence. The major aim of the proposal is to develop an analytical framework for assessing the manner in which a passive scalar, such as temperature, is transported and mixed in technologically important turbulent flows, for example wall, jet and wake flows. The experimental and numerical results will provide invaluable insight into the physics of mixing at the smallest scales and will make a significant contribution to the engineer's ability to predict the mixing characteristics of different types of turbulent flows.",The University of Newcastle,Prof RA Antonia; A/Prof L Djenidi,NSW
DP0986140,2008,2009,A New Paradigm for the Solid State Synthesis of Layered Materials,"Intermediate phase retention during the solid state synthesis of complex materials is a widespread problem that increases energy consumption, is detrimental to properties and has often proven intractable. We have developed a method for synthesising layered carbide ceramics by direct insertion of atoms into suitably engineered solid precursors, assisted by in situ neutron diffraction monitoring. This project will discover the underlying atom-scale mechanism and develop systematic crystallographic methods for engineering solid precursors in layered oxides, nitrides and additional carbides. It will enable the ready synthesis of a range of strategic materials of interest in manufacturing, conventional and renewable power generation.",The University of Newcastle,Prof EH Kisi; Dr DP Riley; Adj/Prof CJ Howard,NSW
DP0986217,2008,2009,Elucidation of the signalling pathways during fertilization in mammals,"Fertilization is the most essential and fundamental step in the reproductive process, since it is the point at which oocyte growth and maturation culminates and embryonic development is initiated. This grant sets out to characterise the molecular events occurring in the egg during fertilization. Such knowledge about the process would ultimately be important in developing methods of assessing egg and embryo quality, as well as either enhancing or blocking the egg-to-embryo transition. This would aid in improving reproductive strategies in women, and for commercial and endangered species, as well as for improving contraception in pest populations.",The University of Newcastle,Prof KT Jones; Dr O Stemmann,NSW
DP0986319,2008,2009,New drives and control techniques for high performance piezoelectric actuation,"Piezoelectric actuators develop the greatest forces and most precise motion of any known actuator. They are also compact in size, mechanically simple and extremely fast. Many scientific and industrial applications stand to benefit from the unique characteristics of piezoelectric actuators. However, due to non-linearity and bandwidth limitations, their exceptional properties cannot presently be utilized in practice.
This project aims to eliminate or reduce the foremost limitations of piezoelectric actuators, namely: hysteresis, creep, temperature dependence, actuator resonance and dynamics. New modelling and drive techniques are proposed to achieve these goals without additional hardware or complexity.",The University of Newcastle,Dr AJ Fleming,NSW
DP0986334,2008,2009,"Academies under Stress: the Reinvention and Survival of Platonist Schools, 360BC-AD565 ","Researchers examine important turning points over Platonism's history, and identify factors that best equipped it to survive various social and intellectual challenges that it faced, both internal and external. This was antiquity's most enduring philosophy, taught at some location for nearly a millennium, sometimes offering the only available higher education in the Greek tradition. It survived through subtle changes in ideology and doctrine, choosing new allies, and adapting to students' needs. The project will produce history concentrating on challenges and responses, highlighting the versatility of a successful movement, and will examine the developing role of one Platonic dialogue as a basis for ideology. ",The University of Newcastle,Prof HA Tarrant; Dr DC Baltzly; A/Prof EE Benitez; Prof F Renaud; Dr JS Rocca,NSW
DP0986391,2008,2009,Novel time-frequency techniques for analysing and modeling non-stationary physical and engineering data,"This project aims at developing tools for analysing and modeling nonstationary time-series in the physical sciences and engineering. Our unconventional point of view that time-frequency distributions are distributions of coherence over time and frequency, as opposed to the common view of ""time-varying power distributions"", enables us to establish a close connection between time-frequency analysis and rotary-component and polarisation analysis. This will lead to a cross-fertilisation between techniques used in geography, oceanography, meteorology, optics, and signal processing, thus creating new tools to classify and detect features of nonstationary data that were unrecognisable using conventional methods.",The University of Newcastle,Dr P Schreier,NSW
DP0986471,2008,2009,The role of natural selection in macroevolution: a case study examining convergence of form and function in marine predator guilds,"Does natural selection determine macro-evolution? Is structure strongly linked to function? Both these fundamental questions can be examined through convergence, the phenomenon where unrelated animals resemble each other. If that resemblance indicated similar ecology, we would have strong evidence for natural selection acting at large scales: if the ecology is constrained by phylogenetic heritage, then natural selection has a lesser role in macro-evolutionary patterns. Before this question can be addressed, an even older problem must be solved: how well does form predict function? Focusing on living (especially Antarctic) and fossil marine predators, this project will tackle these old questions using the newest biomechanical techniques.",The University of Newcastle,Mr CR McHenry,NSW
DP0986916,2008,2009,"Iterative subspace expansions for space-time adaptive wireless communications, radar and sonar","This project addresses the fundamental challenge of high computational complexity in receivers for bandwidth-efficient, high data-rate wireless communications, radar and sonar. We study conjugate gradient Wiener filters that enable effective low complexity approximation if the signal correlation matrix has a small number of distinct or clustered eigenvalues. In this case, these filters converge with warp speed. Hence, by properly designing signal transmissions in multi-access communications, we can build receivers that rapidly adapt. A critical question is the sensitivity of repeated/clustered eigenvalues to perturbations, e.g., in time-varying communication channels. We analyse this question from the point of view of feedback control.",The University of Newcastle,Dr P Schreier; A/Prof SR Weller; Prof LL Scharf,NSW
DP0987445,2008,2009,New Theory and Algorithms for Nonsmooth Optimisation with Application to Integer Programming,"Mathematical optimization methods underpin many scheduling and planning activities in business and industry, and play numerous ""behind-the-scenes"" roles in engineering, medicine, biology, and physics.  However tools for analysis and the development of methods for two important classes - nonsmooth and integer optimization - have key shortfalls. Although superficially different, nonsmooth and integer problems share deep mathematical links. This project will exploit those links. It will develop new tools for the analysis of nonsmooth problems and methods, will deepen our understanding of nonsmooth/integer connections, and will apply these to obtain more effective methods for solving integer problems.",The University of Newcastle,Prof NL Boland; Prof JM Borwein; Prof AC Eberhard,NSW
DP0987446,2008,2009,Influences of metacognitive beliefs on success in PhD candidature,"Using a mixed-methods approach, this project offers a major reconceptualisation of the role of metacognition in higher-level adult learning. The primary focus is the filtering effects of metacognitive beliefs of PhD candidates moving through the complex demands of doctoral study. Candidates' metacognitive beliefs are described, and their relationships to institutional, supervisory and life issues in successful candidature are identified. The emphasis on individual factors represents a significant advance in potential explanations of candidate progress. The innovative instrumentation and breadth of sampling allows for testing for the independent effects of metacognitive beliefs. The study extends metacognition research into PhD education.",The University of Newcastle,Prof SF Bourke; Dr RH Cantwell; Dr JJ Scevak; A/Prof AP Holbrook,NSW
DP0987599,2008,2009,The Ontogeny of Pain Behaviour: A Novel Neuroimmune Pathway.,"This project addresses a significant and novel hypothesis that will clarify how programming of the fetal immune system determines pain sensitivity in adult life. A targeted approach will clarify the role played by a specific component of the immune system, IL-1b (Aim1) and elucidate the underlying endocrine (Aim 2) and immune mechanisms (Aim 3). Once specific mechanisms that underlie programming phenomena in animals have been identified, the developmental biology of these mechanisms can be compared with that of humans. This knowledge is necessary to determine putative effects of programming on human health. This project importantly proposes a new mechanism that may account for individual differences in pain sensitivity.",The University of Newcastle,Dr DM Hodgson; A/Prof VL Clifton; Prof KW Beagley; Prof Y Shavit,NSW
DP0988601,2008,2009,Feedback Architectures with Parallel Communication Channels,"This project aims to generate fundamental research outcomes in the area of feedback control over communication networks. Such systems are being adopted in a variety of applications, including process control, manufacturing, mining and automobiles. From a mathematical point of view, the associated design problems are inherently difficult due to the limited reliability and capacity of practical networks. To be successful, design methods need to be chosen carefully. The key aspect to be explored in the present project is to utilise parallel communication links to optimise control performance. To achieve this goal will require us to bring together elements of control theory, signal processing and information theory.",The University of Newcastle,Dr DE Quevedo; Dr J Ostergaard,NSW
